beerName,description
"Hunahpu's Imperial Stout - Double Barrel Aged","Reviewing the Double Barrel Aged Hunahpu's Imperial Stout from Cigar City Brewing out of Tampa, Florida. This beer is a blend of Hunahpu's Imperial Stout aged in rum and apple brandy barrels."
"Hunahpu's Imperial Stout - Double Barrel Aged","Alrighty . Here we go ! I first would like to thank the lovely Ba who was drunk off hunahpu while packing my box ! Cause he packed a double barrel instead of a regular ! Honest mistake , right ? Drinking and packing multiple boxes don't mix !!"
"Hunahpu's Imperial Stout - Double Barrel Aged","750mL bottle acquired through the El Catador club. Bottled 1/22/14. Served in a Cigar City teku. "
"Hunahpu's Imperial Stout - Double Barrel Aged","750ml bottle consumed yesterday. Thanks Tommy!"
"Hunahpu's Imperial Stout - Double Barrel Aged","Pours a deep viscous black with glass staining capabilities. The nose presents a plethora of flavors starting with the pairing of apple brandy and cinnamon. This is backed up by strong notes of dark chocolate and vanilla. Amazing nose. The taste is incredibly complex with dark liquid chocolate paired with cinnamon coming first. Fruity apple notes are present along with caramel, vanilla, and oak. Mouthfeel is incredibly thick with mellow carbonation. Overall, a delicious beer. Definitely better than Cali brandy as the barrel seems to harmonize more with the base beer."
"Hunahpu's Imperial Stout - Double Barrel Aged","750ml bottle purchased through the Catador Club, poured into a tulip. About a 5oz pour."
"Hunahpu's Imperial Stout - Double Barrel Aged","Huge thanks to DocJ007 for sharing this one with us tonight. Happy birthday buddy!!"
"Hunahpu's Imperial Stout - Double Barrel Aged","Wow! This pours out jet black with a beautiful oily look. The smell is a ton of Apple cinnamon on the nose. The taste has plenty of cinnamon and barrel age spice and sweetness. The mouthfeel is thick, it lingers perfectly and hangs with insane amounts of flavor. Overall it's sweet and spicy but incredibly balanced. Love this beer! Get it and drink it!"
"Hunahpu's Imperial Stout - Double Barrel Aged","Thanks to Kevin for sharing this beer!"
"Hunahpu's Imperial Stout - Double Barrel Aged","Bottle all to myself because I am a selfish bastard. This one pours pitch black, thick and inky looking, with nothing but a little rim of dark brown bubbles on top until I get a bit more aggressive, then I get a nice small dark brown head on top. Beautiful. Big time sweet cocoa aroma with apple brandy and some rum in the background, a bit of cinnamon, some light chile powder, booze, and some faint vanilla (I don’t get much vanilla in the regular version anyway). Flavor is wow. Big time fudge hits you at the start, with a kick of cinnamon, vanilla, very faint chile burn on the way down. And that’s just the start. There is a nutty flavor from the apple brandy that accents the cocoa and cinnamon perfectly. The rum is subdued, which I am glad about, but adds a subtle extra sweetness and spice, similar to what I got from Forgotten Island. The medley of flavors in this come together almost as well as Founders CBS. This has a thick viscous body as expected from CCB, with low carbonation (but more than Cali Brandy). It goes down incredibly easy relative to Cali as well. The spices really offset the sweetness nicely and make this a pretty amazing offering. To be honest, I came into this expecting some disappointment after Cali Brandy. This is a completely different beer. Wow."
"Hunahpu's Imperial Stout - Double Barrel Aged","Black, black, black & oily as fuck, topped with a velvety, fine mocha cream that lasts exceedingly long for a stout. "
"Hunahpu's Imperial Stout - Double Barrel Aged","Thanks to the members of El Catador Club for sharing this one at Retsinis' tasting."
"Hunahpu's Imperial Stout - Double Barrel Aged","750 mL bottle poured into a snifter."
"Hunahpu's Imperial Stout - Double Barrel Aged","Thanks a bunch Sonny. Happy to have this one pretty close to the Apple Brandy version, only a few weeks apart."
"Hunahpu's Imperial Stout - Double Barrel Aged","Poured from a 750ml bottle into a snifter."
"Hunahpu's Imperial Stout - Double Barrel Aged","I was disappointed in CA Brandy. This one crushes it! Poured into a CS snifter. "
"Hunahpu's Imperial Stout - Double Barrel Aged","Opened during Super Bowl 48, poured from my bottle to a J. Wakefield snifter."
"Hunahpu's Imperial Stout - Double Barrel Aged","Pours a menacing oily black with rose highlights and a thick dark brown head. Tons of lacing and alcohol legs."
"Hunahpu's Imperial Stout - Double Barrel Aged","**REVIEW NUMBER 600**"
"Hunahpu's Imperial Stout - Double Barrel Aged","On tap in the CCB tasting room, exclusive for El Catador Club members picking up their bottles of Double Barrel Aged Hunahpu"
"King Julius","Pours out cloudy looks like a typical new england style IPA. You can't see through it and its hard to even see light through it. Tastes like the perfect balance between orange juice (minus the tang) and an IPA."
"King Julius","First ever IPA so it was a little bold for an unrefined pallet. Even still it's one of the best I've had."
"King Julius","Canned on 9/2. If I didn't know it was 3 months old, I wouldn't have been able to tell. As long as this beer is refridgerated, this beer holds up well."
"King Julius","Hands down best beer I've had"
"King Julius","Super juicy.  Lots of fruit forward hops and no bite.  Nice medium bodied mouthfeel."
"King Julius","I received this by mail from a generous friend. Even after all abuse it took in transit, still that lucious mouth filling juice bomb. There is an explosion of flavor that brings forward grapefruit and mango and settles into a long lovely finish. Extraordinary!"
"King Julius","Had 2/8/16 at Nate's house out of a growler from the brewery.  It truly is King!  Its exceptional mouthfeel and tropical, (I hate saying) juicy flavor make this one for the ages."
"King Julius","Truly a work of art. This beer is a turbid/opaque orange. Sublime lacing. So tropical in the nose, lots of sweet/chocolate covered oranges on the palate with the creamsicle soft mouthfeel. There is a hop bite after the smooth sweetness up front. I think I prefer Julius to King Julius in terms of drinkability, but they are masterclass brews. Very Hazy is an echelon all on its own though."
"King Julius","So aptly named. There can only be one king of beers and it's not Budweiser but King Julius!"
"King Julius","One of the best Citrusy IPAs I have ever drank. Looked and smelled like a glass of fresh squeezed juice. Best beer of the year for me!"
"King Julius","Poured from a 16oz can dated 9-2-16"
"King Julius","Was really excited to try this. Not at all what I thought it would be. This is the definition of balance. Lots of citrusy sweet fruits and nice malt backbone to round it out."
"King Julius","Had twice from a growler and once from a can on three separate occasions."
"King Julius","Canned Sept. 2, 2016, enjoyed Sept. 27, 2016"
"King Julius","Poured from a can into a snifter. Canned 9/2/2016."
"King Julius","Appearance- Dark/burnt golden color with an almost brown hue to it.  Pours a fizzy two finger head."
"King Julius","Super hazy. It looks like orange juice."
"King Julius","I've only had a few of these NE style ipas and was waiting until I had a really highly rated one to weigh in."
"King Julius","Less than 10 days old can into a teku glass."
"King Julius","Poured from the can into a tulip. Hazy orange juice bomb with an elite mouthfeel with really sets it apart from other top notch DIPAs. On par with JJJ/KJJJ."
"King Julius","Here is the thing.  I think this is a great beer.  That being said ..."
"King Julius","Can received in trade with Kevin."
"King Julius","Simply one of the best beers I have ever had bar none."
"King Julius","Pour is a murky tan orange with a bubbly head that retains and laces nicely. Aromas orange zest, mango and peach jump out of the glass. The flavor is jam packed with mango, orange, light citrus and very mild bitterness on the back end, with a light grainy backbone. The mouth feel is thick, lush and smooth, with mild carbonation. The only knock on this beer is that it is not noticeably better than its little brother, Julius. Of course, one of the best things about this beer is that it tastes very similar to its delicious little brother, Julius."
"King Julius","fresh can drank on 9/9/2016"
"King Julius","Strange to have this before regular Julius, but still so happy that I got a can. This truly is, quite simply, the best hoppy beer I have ever had. Didn't think anything could pass the other king (Sue that is), but this is truly phenomenal."
"King Julius","Simply the best beer I've ever had. Huge citrus aromas as soon as I cracked the can, and the taste followed the nose. Mouthfeel was tremendous with this beer. Basically a fruit smoothie. Worth trading for if you can find it."
"King Julius","Imbibed can shipped to Nebraska from Snifter."
"King Julius","First written review here. "
"King Julius","Lucky enough to drink this side by side with fresh Dinner."
"King Julius","Canned 9/2/16. Consumed 9/4/16."
"King Julius","Canned on 02Sep 2016 and enjoyed the same day. Poured into a Duvel Tulip. "
"King Julius","Well, this beer is as close to perfect as I can image. Besides its signature unpolished Tree House look, this beer is as good as it gets. Huge aromas that are beautifully smooth--orange and mango are rounded out by citrus peel. The taste is every bit as good as the smell. It's juicy as $#*% and extremely well balanced, which is mind boggling. The citrusy bitter finish is what really does it. The feel is unparalleled. It's soft and full yet well carbed and not at all boozy. Overall this beer truly lives up to its hype."
"King Julius","Damn this beer is fantastic!! Unreal smell or orange, peach, and mango.  Smooth as can be with loads of citrus up front of course orange heavy.  Oily finish zero malt also just like all treehouse beers. Love it"
"King Julius","Talk about a richness in beer choices from TreeHouse. This is an amazing beer but JJJulius and King JJJulius are a better version of this beer. Looking forward to tasting this beer in the future might be too fresh."
"King Julius","Fresh, 2-day old can, chilled, and poured into a tulip glass."
"King Julius","Pours ultra hazy, orange in color, with 1/3 inch head.  Taste is deep peaches, orange juice, dragon fruit, light melon, and soft doughy bread.  Heavy and full bodied with moderate carbonation. Like Julius but softer and with way more body. This has the best feel of any beer I have had period.   Sweet with a touch of bitterness.  Immaculate.  Well worth the drive and a treat to drink.  This and Very Hazy are two of the best beers I have had period."
"King Julius","It's hype train time!"
"King Julius","A little perspective - I don't live in New England, but still manage to get to Tree House a couple of times a years. Was standing in line a few Friday's ago in Monson when they announced that KJ available in cans -- needless to say, very excited.  From the brewery to my iced cooler to a tulip 90 minutes later -- fully expecting to rant and rave. I am an unapologetic Tree House fan boy and normally find that their big name IPAs/DIPAs live up the hype -- until now.  Don't get me wrong, this is a delicious beer, but best DIPA? #5 overall?  Maybe in #5 among TH beers, but otherwise, I have to think the hype and rarity is driving more than the palate.  Drinking my second can a couple of weeks later before writing the review -- wanted to give this one a second go."
"King Julius","Just had my first taste! Waited in line less than an hour . Treehouse staff is amazingly effective. Got home, popped open a fresh one and man oh man....GREAT beer!"
"King Julius","Great beer I was able to enjoy at a tap takeover a while back ( makeup review )                        "
"King Julius",Amazing.
"King Julius","See the review of Julius, now take that on turbo mode... Honestly though, I would take Julius over this in a blind taste test.  King J is a special treat, for sure, but the extra everything pushes this into the category of over the top.  Very Green and Very Hazy do a much better job at pushing the limits while adding something special to the base beers.  King J has the hype for sure, I mean, come on, you take perhaps the best IPA in the world, Julius, and put ""King"" in front of it?  Craziness on all fronts.  Still, and exceptional Treehouse offering, surprise surprise."
"King Julius","This is one of only maybe 4-5 beers I've had that I would give an absolute perfect score. I was very lucky to have this as my very first Treehouse Beer when I wandered to Monson MA one fateful day to see what the brewery was all about, and it happened to be a King Julius release."
"King Julius","Quite possibly the perfect beer. Tremendous aroma and easy to drink. If you are a hop head this is the beer for you!"
"King Julius","Everything about this beer screams DELICIOUS! "
"King Julius","Had at Huna Day on a share.  Was slightly old but would have expected it to hold up better for being a double.  I also fully acknowledge I am a TG fanboy.  I had alongside Julius, Todd the Axeman and Pseudo Sue.  Thought regular Julius was way better but would but Todd the Axeman above all of them."
"King Julius","Probably best new imperial IPA i have had in a long time. better than HAZE"
"King Julius",Amazing!
"King Julius","Best Double IPA I've had the opportunity to try. Super juicy, so easy to drink. Absolutely worth the hype that it gets. Hope to get a ton more of this in the future"
"King Julius","Truly fit for a King. A creamy tropical smoothie, incredibly soft on the pallet. Insanely juicy and thirst quenching, all hail King Julius! Tree house can do no wrong"
"King Julius","Never thought I'd be doing this. Pours out haze4daze. Can't see a thing through it. Looks like orange juice. Smells like a fruit smoothie with orange, pineapple, peaches and other passion fruits. Taste is an explosive melange of smooth fruits. No way this is beer. So smooth and creamy. The best dipa and probably the best hoppy beer ever invented."
"King Julius","Poured a hazy juicy looking peach orange from the can. The nose didn't punch me in the face like Julius did but it still smells fantastic with citrus and tropical fruit aroma. The mouth feel was soft and it tasted so juicy with a very fleeting rind bitterness that just made this an excellent IPA."
"King Julius","This just missed the mark for me.  Still a nice beer, but I think the subtle juicyness and upping the hop & malt bill don't quite mix.  The nose and taste add a distinctive vegetal flavor to the typical Julius ""straight juice homey"".  I'll stick to the regular Julius for now."
"King Julius","Good, but not amazing. Too much of a good thing maybe?"
"King Julius","Can pours golden orange with great haze, juicy orange nose, amazingly smooth fruit, hops, juice blend. Great hop flavor with no bitterness whatsoever. As a huge fan of Julius, this was everything I had hoped for..."
"King Julius","Julius on steroids.  simply amazing beer."
"King Julius","Hail to the King!"
"King Julius","Very good, lots of citrus in this beer, but not as balanced as Julius. Orange and tangerine came to mind, with a hint of grapefruit. Also some tropical fruit, mango and peach. The alcohol was present too. Overall very good beer, but not as good as I'd hoped."
"King Julius","L- Golden Orange, a nice amount of white head on the pour, fairly hazy"
"King Julius","exceptional beer. have had it a few times now and is a total juice bomb. i love it but very green was better."
"King Julius","Sample at EBF 2016"
"King Julius","Wow! Poured from can into pint glass.. Sweet bouquet of fruits, hops and other residuals. Murky orange color with a solid white head that did not die. Well balanced and not as hoppy as I expected for a DIPA. Flavors rest well on the palate with moderate bitterness. Another outstanding beer by those at Treehouse!!"
"King Julius","Had King Julius and Julius side by side, both fantastic beers, wish I had an endless supply of both."
"King Julius","""It's good to be king"" is what's printed on the bottom of the can, and no that's not much of an exaggeration.  I will admit my first few sips didn't wow me as much as I expected them to, but as I got further into it the orange juice started to flow more and more across my taste buds. I won't say it blew me away as much as the standard Julius did last year, if only because I knew what I was getting myself into this time.  But that doesn't mean that this isn't a world class DIPA that is worth tracking down.  King Julius might be bit overrated (given how it skyrocketed into the top 10, that's almost impossible not to say), but it's definitely worthy of Tree House's top 3 IPAs."
"King Julius","Pre-Doppelganger, a heavyweight bout of some Tree House big boys."
"King Julius","Best DIPA out there? Between this and Dinner imo."
"King Julius","Had this at least 10 times, both out of the can and out of the growler, no more than a week old. No other beer I've had has made me burp up more hop flavor than KJ. Everything you love about Dr. J, but turned up to 11. Juicy beyond juicy, great out of the can or in a glass. A true treat. Trade whatever you can to get some of this fresh!"
"King Julius","A: Pours a kind of ugly turbid brownish copper color with a nice, fluffy off-white head. Definitely not a looker, but neither are a lot of great beers. We move on."
"King Julius","King Julius was the top hoppy beer for me at EBF. Everything I love about Julius, but taken up another notch. So juicy and so balanced for a double IPA. Tremendous."
"King Julius","Anyone who has had Julius will know what they are in for with this one. Great pulpy, juicy flavor that is like a fresh squeezed glass of OJ. Pretty similar to the original, which I preferred a tad more (along with Curiosity 22). Both seemed to have a little better nose and brighter tropical flavors. Still, this is really great."
"King Julius","Poured from a pint can into tulip glasses, purchased 1/29/16:"
"King Julius","Drank from a 1 pint can purchased at Tree House Brewing Company, Monson, MA"
"King Julius","Everything it's cracked up to be. Treehouse can do no wrong. Unicorns, show ponies , where's the beef! Amazing awesome fantastic, so good. Just trying to get to 150 characters."
"King Julius","This was my first time trying any treehouse brew. I acquired a few of these in a trade, and I am blown away. The color is something ive never seen before, a hazy orange juice look. The aroma about knocked me out, and after tasting it... I'd be happy if this was the only brew I could drink for the rest of my life. Wow. This is the only time Ive given a perfect 5, and as hard as it is for me to do, this certainly deserves it."
"King Julius","Opened a week after canning. After opening the can the room was immediately filled with big hop and fruit aromas. In the glass this smells like a giant glass of orange juice with every delicious juicy fruit mixed in. Just an amazing smell. This beer tastes like it smells, a wonderful juicy bomb of citrus and hoppiness. Minimal bitterness and a well balanced profile make the 8% alcohol in this beer dangerously hard to find. This is truly one of the best IPAs I have ever had. In my mind tied with King Sue and DDH Fort Point Pale Ale. Well worth what it takes to get this beer."
"King Julius","bought from brewery 1/30/16 and drank next day"
"King Julius","This is the best IPA / Double IPA I have ever had.  It is somehow juicier than Julius and no boozy taste.  It smells great and is absolutely delicious.  I did a blind taste test with Julius, In Perptuity, and Alter Ego and this easily was the best out of the four beers.  Hope to come across this one more often, hopefully Treehouse makes this one a regular."
"King Julius","I've been looking forward to this one forever. 750ml growler into a Grrrz teku. Shared with schen9303. "
"King Julius","750 ml. growler filled yesterday."
"King Julius",Perfect
"King Julius","From growler. Burnt orange, orange juice. Multi finger froth head. Quick dissipation but a layer keeps as it goes down. Elite lacing. To steal my friend's description of the smell, it smells like the brewery. Well vice versa. Hint of malt with saturated hops with a fruit juiciness. A good bitterness element. Juice flavor shines. Anything and everything in that orange and grapefruit family. Like Charles Barkley gave them his Orange Bowl ""oranges"". Feels like carbonated juice. Like a shake/float but without anything that would be gross in an ipa. King indeed."
"King Julius","Pours a very hazy burnt orange color with a thick creamy, pillowy head on that lingers nicely throughout. Thick, sticky lacing on the glass. Smell is orange, mango, bright tropical. Flavors reflect the same, very nice bitter flavor to balance with the sweetness of the tropical, mango, orange flavors. Drinks extremely smooth, like a tropical smoothie. Long live the King!"
"King Julius","Poured from a 16oz can into a Treehouse tulip glass. Purchased at the brewery yesterday. "
"King Julius","L: Typical treehouse look, bright orange hazy beer, burnt orange in the center.  Frothy white head and a bit of lacing."
"King Julius","Canned on 12/3"
"King Julius","Pours an entirely clouded pineapple juice colored beer, with a one finger broad, bubbly head."
"King Julius","Although it is only produced a couple times a year. I was fortunate enough to get some to bring home.  Absolutely delicious.  Citrus flavor with a DIPA kick."
"King Julius","Came to this with very high expectations. Looks fantastic in the glass like all Tree House IPAs. Aroma might be the best I've ever experienced from an IPA. Oranges, grapefruits, pineapples, papayas, and mangoes explode from the glass. The aroma is pungent. This fruit explosion doesn't follow through on the taste for me. There is a sweetness from the malt and the larger mouth feel makes it a little sticky, sappy, and resinous. This is nice, but it took away from the fruit somewhat. Fantastic beer. My criticism is only based on the expectation of 5.0. Definitely trade for this."
"King Julius","KJ 16 oz can poured into a TH snifter. A hazy-orange color when poured into the glass. Had a good amount of carbonation with decent amount of head. The smell was amazing! Aromas of citrus, orange, tropical fruit, and small amount of funk. The taste, well... yeah... this one was delicious! One of the fruitiest offerings from TH outside of Juice Machine and a few others. The beer is extremely smooth, creamy and juicy with a nice hop finish to it. This if by far one of my favorite DIPAs to date! Definitely try to get your hands on a can (or more) if possible! Cheers!"
"King Julius","Appearance - Hazy. Almost opaque like orange juice. Thin head that dissipates quickly."
"King Julius","16oz can poured into a Treehouse Teku glass - Thanks Leo!"
"King Julius","i could not get enough"
"King Julius","Shared side by side with a Julius."
"King Julius","This beer tastes like a grownup ""Julius"". More of a sophisticate taste with lots of juicy fruits and a grand finish to make you want to finish the whole bottle in one sitting."
"King Julius","Amazing nose. Beautiful cloudy look like all Tree House offerings. A one of a kind. Have it with seafood and be blown away."
"King Julius","I thought Julius couldn't get any better, I was wrong. This beer did not disappoint. As soon as you crack the can you can tell how awesome it is. The tropical explosion starts with the aroma and stays all the way to the end with mango standing out above all the flavors to me. Amazing beer."
"King Julius","Next to Dinner, this is the best double IPA ever!"
"King Julius","Was lucky enough to be able to trade away for a fresh can of the king… Poured a deep orange with a cloudy bottom kind of like a Mimosa.   lots of citrus nose on this bad boy followed by a face full of grapefruit and citrusy hops !!  I hope they continue to make this one on a regular basis because I will seek i I hope they continue to make this one on a regular basis because I will seek It out!!"
"King Julius","Re review and rating.  Had this on 9-10-16 from a 9-2-16 canning.  Pours a turbid light yellow.  Smells and tastes on par with orange juice that has been robbed of any sugar.  Most impressive in my opinion was that I did not detect any bitterness in the finish."
"King Julius","Got cans and a growler from brewery. "
"King Julius","Pours a thick cloudy orange color. Has a huge citrus tropical fruit aroma. Flavor is delicious. Tropical fruit of papaya and mango with juicy citrus. Super smooth finish. Overall this is a great beer"
"King Julius","Everything about this beer is so tree house, and so delicous. Its so similar to Julius but with more tropical punch and more alcohol, but just as smooth as anything they make. yummy."
"King Julius","Look - The resemblance between this and straight orange juice is insane. The ideal look in my opinion. "
"King Julius","Bottom line up front, this is an amazing beer. "
"King Julius","Pours a hazy yellow cloudy with a 1 inch head. Smells like an IPA with lots of orange juice and magi juice in it. Smooth juicy up front taste followed by nice bitter finish. Has a nice smooth mouthfeel."
"King Julius","Cloudy dull orange in color, smell is ripe citrus, and taste follows, very juicy and orange orange with nice moderate hop finish. Juicier than Julius, not as creamy but still incredible."
"King Julius","Having now had this a couple times in a week since its rerelease, there is no doubt in my mind that this is the perfect beer regardless of classification. Here's the thing it's not the first 5 that I've given out, and no doubt because Julius is perfect to me, I simply had to grade this the same- and normally when we compare beers that are a 97 vs a 98 there's just subtle nuances that distinguish them. This is the same only Julius is a 100, this is a 103- soft, citrus explosion w tremendous mouth feel and hop profile... seek w confidence, I suspect it'll be out more soon, but if you gotta friend, hit him up!"
"King Julius","The appearance of this beautiful! Turbid, but cautious as not to appear ""murky"". Bright apricot/orange hue, just like the TH in the label. Stunner. #Hazefordaze"
"King Julius","The beer comes in a medium gold color, extremely turbid. Mango smoothie color in a glass."
"King Julius","16 oz. can.  Hazy deep orange.  Darker at the bottom of the pour, like peach juice where the pulp settles to the bottom.  Smell is tropical fruits.  Mango, orange.  Some sweetness.  Tastes tropical as well, with more emphasis on the orange flavor.  Light sugary sweetness up front.  Dries out and becomes a touch bitter in the finish.  Medium body.  Exactly as described.  A bigger version of Julius.  Drank a Julius before drinking this for science.  It would be impossible to ramp up the hop flavor by the same order of magnitude that the sugars are amplified.  By that metric, I think I would take Julius over this."
"King Julius","16 oz can.  Pours cloudy apricot-orange with thick white head that fades to a thin layer, coating lace.  The aroma is sooooo juicy, orange and peach and plum.  Taste is about as juicy as it gets, wow! Near perfect balance of sweet fruit and dank citrus rind bitterness.  Nice dry finish with the hops hanging around just right. Very little alcohol presence.  Soft full mouthfeel.  Incredible brew, possibly the best IPA so far. My favorite trader hooked me up with this one, thanks bro!"
"King Julius","Can. Poured super hazy orange. I had this side-by-side to regular Julius. I was impressed by how the similarities still stood tall between the two beers. Very citrusy and fruity and rindy. There were also some big contrasts. King Julius was clearly more pungent and concentrated; losing some of Julius' nuances. Still, by the nose, I should enjoy this beer similarly (Julius is one of my favorites). The flavor was huge on tropical fruit and citrus medley. Some dank character. Tangerine, melon, clementine, citrus pith. A powerful mollywhop of flavor. The body was creamy. Pretty sturdy bitterness but not an IBU baron. I really enjoyed this one; I mean Tree House does no wrong. However, I think if this beer had a moniker not directly related to their flagship, this one would not be held in quite the same regard. Pretty amazing but I'll take regular Julius any day."
"King Julius","This beer looks perfect poured out.. completely opaque and just bright orange color. if you smelled this not knowing you would not think its beer.. its like fresh squeezed citrus juice.. that taste is amazing... its too smooth for 8.2% you could drink these all night because it is so good and so smooth..  mouthfeel is perfect... I would not change anything about this beer except for me having more!"
"King Julius","Pours a golden hazey Orange in the glass.  Small bit of head but powerful aroma of orange.  Similar to Julius but smoother.  The alcohol is not noticeable at all.  Really great beer. Just wish I had more than one."
"King Julius","Cloud orange color, like regular julius.  The nose is a citrus and mildly sweet hop.  The taste follows with a lot of orange and smooth sweet bitterness.  Feel is very full and enjoyable.  A very good beer."
"King Julius","L: Cloudy golden hues with minimal lacing and thin layer of foam"
"King Julius","An IPA/IIPA just doesn't get much better than this. An amazingly smooth mouthfeel with no bitterness on the backend. The 'orange creamsicle' taste that they describe is just about on point. It's juicy/tropical/hoppy goodness all in one. I think this beer will ruin most other ipas for me. I didn't get as much on the nose as others, but smelled great from what I got."
"King Julius","Julius on steroids.  A little light on the head, but awesome aroma and very Julius-like taste.  Alcohol is incredibly well-hidden.  This was delicious.  I regret that I only have 4 ( now 3).  Awesome beer!"
"King Julius","I have to echo the sentiments of the masses on this beer.  This is so blatantly Julius.  Drank them back-to-back and they are almost entirely similar.  The one-off differences are probably the smoothness of this beer and it's slightly sweeter.  Presumably due to the higher ABV and dry hopping?  Regardless King Julius is a top-notch IPA through and through.  My only (small) critique is that there really isn't much in this beer that's different from Julius.  Maybe that's a good thing, but it makes it a little less special since Julius is so readily available at the brewery these days.  Still... a must-try for any and all Tree House fans and IPA fans."
"King Julius","It's definitely Julius.  All the juicy flavors and creamy mouthfeel are there.  A little bit of bitterness creeps in at the end of each sip.  I wish I had a fresh Julius to compare it to but they are honest very similar brews which is not a bad thing at all!"
"King Julius","Everything that's great about the delicious orange and tropical fruit flavored of Julius, only intensified with a tidal wave of extra hoppiness.  A marvelous, world-class DIPA.  On par with the  best ive ever tasted in the category."
"King Julius","Another fantastic beer from Tree House. Which isn't shocking. Its Julius on roids. Wish I got more.I was lucky enough to have a buddy give me a can. Anytime they brew this you must check it out. I enjoyed every sip,and almost cried when it was gone. Then I drank some GREEN and felt better."
"King Julius","L - Orange sunburst is the best way I can describe this. Held it up to the light and it lit up the opaque orange liquid. Cannot see through this beer. "
"King Julius","I love Julius.  Prob my fav IPA at the moment,  living within 30 minutes of the brewery I had opportunity to get my hands on the super rare King Julius.  "
"King Julius","Poured from a can into #ProperGlassware"
"King Julius","Tasted in Tulip glass poured from a 16 oz can.  I know TH beers are intended to be had super fresh, but I tend to like the cans with a little time on them to allow the contents to acclimate to its environment - for this beer the anticipation was too great."
"King Julius","Pours bright orange, hazy and opaque. Smells of sweet orange and citrus hops. Taste follows the smell. This beer is incredibly hoppy and flavorful, with just enough bitter finish to make you go back for another sip, again and again. Incredible soft carbonation. A top, top beer."
"King Julius","Doing a side-by-side comparison with Julius. "
"King Julius","L: super hazy/turbid.  Looks like a glass of OJ.  Nice orange glow with a solid white head"
"King Julius","Plain and simple. This stuff is phenomenal"
"King Julius","picked up some treehouse after work.  appearance is hazy orange 2 finger size head that dissipates quickly.  aroma is heavy on orange and some mango.  Taste follows the nose, explosion of orange with some mango and other tropical fruits but orange dominates the mouth.  incredible beer but the domination of orange is what holds it back from the likes of double sunshine and other top IPA's imo."
"King Julius","Poured this one in a snifter side-by-side with regular Julius.  I know they aren't the same, but I wanted the comparison.  The best way I can describe the difference is that the King is loaded with flavor and aroma. So if you have had Julius, try to imagine that (one of which that is already aromatic and flavorful) amped to the next level. Upon cracking open the can, I immediately was bombarded with tropical notes.  The flavor is complex, but melon is the dominant feature.  An awesome beer that only comes out a few times a year, this is worthy of trading for."
"King Julius","It looks nothing like the last version.  Looks like a murkier Julius.  Tastes like a triple dry hopped Julius with a little alcohol bite. Super juicy."
"King Julius","Smells of citrus orange danky goodness. Looks as such. It pours juicy, thick and cloudy. Mouthfeel is excellent with light body. It's incredibly smooth for DIPA. Be careful drinking this one."
"King Julius","long wait for the elusive King. Same look and feel as Julius, smell is slightly hoppier with a citra sting, and the taste is marvelous. Tangerines, mixed with a pineapple follow up. The alcohol hits the back fo the throat just as the pineapple washes it away. Delicious"
"King Julius","Growler was old but I could still get a sense of what it would be like.  Prefer normal Julius."
"King Julius","Yes. Yes. Yes. Yes. Yes."
"King Julius","Tried once...then a 2nd...now a third.  With out a doubt this is a great dbl ipa.  I would take jr over this in a heart beat.  However, this brew creeps on you more."
"King Julius","Very happy to have gotten a chance to try this, but I have to say I think I prefer standard Julius by a hair."
"King Julius","Fresh growler poured into Pilsner glass."
"King Julius","This might have been the most disappointing beer I have had to date from Tree House, since in my mind I was imagining a DIPA that would equate to an even better version of Julius. "
"King Julius","From notes, drank it yesterday.  750ml bottle about 8 days olds."
"King Julius","I have been fortunate enough to have King Julius on a couple of occasions in growlers and cans. This happens to be my favorite beer that I have had to date."
"King Julius","On tap at dive bar.  Killer DIPA."
"King Julius","Really incredible, and really a 5.  I can find no fault!"
"King Julius","Picked up on 4/25, tasted on 4/3"
"King Julius","AMAZEBALLS! AMAZEBALLS! AMAZEBALLS! Did I say AMAZEBALLS? More cinnamon than I had anticipated..."
"King Julius","750ml bottle poured into a globe."
"King Julius","750 mL growler from brewery. Amazing."
"King Julius","What can I say? This beer is phenomenal, a boosted version of Julius. You can smell from the glass a distance away. Cloudy Golden orange color. Smells like fresh citrusy hops bursting out with a matching taste. Perfect smooth mouth feel allows for easy drinkability. All Hail King Julius"
"King Julius","This beer sets the bar for DIPAs. This is what to expect from the future. L- cloudy, hazy orange, seemingly similar to the pithy dankness of orange juice. S- the smell of oranges, orange dreamsicle and rind over take the nose like whirlwind and bit with overbearing fruitness. Citrus. Juice. Orange. And maybe a hint of mango. T- i've had orange juice that was boozier than this.  Crushing the game with pure orange. Juice citrus. As if i had just freshly squeezed orange juice.  This beer kills me. F- as usually, Tree Houses signature pillowy mouthfeel overwhelms and gives you a full blown mouth orgasm. True to beer beer form. If there was a better beer, please lead me the way. Otherwise, shut up and let me enjoy this perfect brew."
"King Julius","Beaten by JLindros. Been a loooong time for that. Seeing his review I am even more excited to try this beer. "
"King Julius","Pours into my Hill farmstead stem tulip with a nice creamy but lighter head that hits about 1/2 finger, with some decent sticky lacing... as you mentioned Nate, the lacing on the glass right off the tap was much nicer, but that doesn't stop the awesomness of the beer itself from shining through. Speaking of shining, the beer is not shiny at all, a murky hazy tangerine slightly coppery colored beer."
"Very Hazy","Acquired in trade, less than10 days old and shared with 4 other people as part of an IPA tasting."
